Brand	Outside model	Inside model	Furnace model	HSPF (Region IV)	Rated heating capacity (Btu/hour)	Grant amount	AHRI / Verification reference	AHRI Classification	Series name/product line (if applicable)	SEER	Rated cooling capacity (Btu/hour)	Coefficient of Performance (COP) at -15 °C (5 °F) (at maximum capacity)	Capacity Maintenance %  (Max -15°C/5°F ÷ Rated 8.3°C/47°F)
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272315	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272316	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272317	HRCU-A-CB		22	23400	2.33	73
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272318	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272319	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272320	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272321	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272322	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272323	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272324	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272325	HRCU-A-CB		22	23400	2.29	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272326	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272327	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272328	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA024A*030*	CAP**3621AL*+UI	59TN6B080C17**14	11	24000	$5,000	204429928	HRCU-A-CB		19	24200	2.01	83
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272357	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272495	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59TN6B120C24**22	11	24000	$5,000	205272496	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272329	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272330	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272331	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	58TN*A070C14**12	11	24000	$5,000	205272332	HRCU-A-CB		22	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272333	HRCU-A-CB		22	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272334	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272335	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272336	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272337	HRCU-A-CB		22	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272338	HRCU-A-CB		22	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272339	HRCU-A-CB		22	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272340	HRCU-A-CB		22	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272341	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272342	HRCU-A-CB		21	23400	2.23	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	58TN*A070C14**12	11	24000	$5,000	205272343	HRCU-A-CB		22	23400	2.25	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272344	HRCU-A-CB		22	23400	2.26	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272345	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272346	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272347	HRCU-A-CB		21	23400	2.19	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272348	HRCU-A-CB		22	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272349	HRCU-A-CB		22	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272350	HRCU-A-CB		22	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272351	HRCU-A-CB		22	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272352	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*031*	CNPV*4821AL*+UI	58TN*A090C21**20	11	24000	$5,000	206788504	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272358	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CNPV*4824AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272359	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CNPV*4824AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272360	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CNPV*4824AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272361	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CNPV*4824AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272362	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CNPV*4824AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272363	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CNPV*6024AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272364	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CNPV*6024AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272365	HRCU-A-CB		22	23400	2.31	72
CARRIER	25VNA424A*030*	CNPV*6024AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272366	HRCU-A-CB		22	23400	2.31	72
CARRIER	25VNA424A*030*	CNPV*6024AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272367	HRCU-A-CB		22	23400	2.31	72
CARRIER	25VNA424A*030*	CNPV*6024AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272368	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272369	HRCU-A-CB		20	23400	2.21	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272370	HRCU-A-CB		21	23400	2.23	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272371	HRCU-A-CB		20	23400	2.23	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272372	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272373	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272374	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	58TN*A070C14**12	11	24000	$5,000	205272375	HRCU-A-CB		22	23400	2.25	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272376	HRCU-A-CB		22	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*3612AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272377	HRCU-A-CB		22	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272378	HRCU-A-CB		20	23400	2.25	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272379	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272380	HRCU-A-CB		20	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272381	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272382	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272383	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	58TN*A070C14**12	11	24000	$5,000	205272384	HRCU-A-CB		22	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272385	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CSPH*4212AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272386	HRCU-A-CB		22	23400	2.3	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272387	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272388	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272389	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272390	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272391	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	59MN7B120C24**22	11	24000	$5,000	205272392	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	58TN*A070C14**12	11	24000	$5,000	205272393	HRCU-A-CB		22	23400	2.3	74
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	58TN*A090C17**16	11	24000	$5,000	205272394	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*4812AL*+UI	58TN*A110C21**20	11	24000	$5,000	205272395	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	59MN7B060C17**14	11	24000	$5,000	205272396	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	59MN7B080C17**14	11	24000	$5,000	205272397	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	59MN7B060C21**20	11	24000	$5,000	205272398	HRCU-A-CB		21	23400	2.31	72
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	59MN7B080C21**20	11	24000	$5,000	205272399	HRCU-A-CB		21	23400	2.33	72
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	59MN7B100C21**22	11	24000	$5,000	205272400	HRCU-A-CB		21	23400	2.34	72
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272445	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272446	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272447	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272448	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272449	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272450	HRCU-A-CB		21	23400	2.25	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272451	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4217AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272452	HRCU-A-CB		21	23400	2.23	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272453	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272454	HRCU-A-CB		21	23400	2.19	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272455	HRCU-A-CB		21	23400	2.19	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272456	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272457	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CNPV*4221AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272458	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272459	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272460	HRCU-A-CB		22	23400	2.28	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272461	HRCU-A-CB		22	23400	2.3	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272462	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272463	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*030*	CNPV*4821AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272464	HRCU-A-CB		21	23400	2.26	74
CARRIER	25VNA424A*031*	CSPH*4212AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788524	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*031*	CSPH*4212AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788525	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*031*	CSPH*4212AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788528	HRCU-A-CB		21	23400	2.25	74
CARRIER	25VNA424A*031*	CSPH*4212AL*+UI	59TN6B120C24**22	11	24000	$5,000	206788530	HRCU-A-CB		21	23400	2.3	74
CARRIER	25VNA424A*031*	CSPH*4812AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788532	HRCU-A-CB		21	23400	2.3	74
CARRIER	25VNA424A*031*	CSPH*4812AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788533	HRCU-A-CB		21	23400	2.3	74
CARRIER	25VNA424A*031*	CSPH*4812AL*+UI	58TN*A135C24**22	11	24000	$5,000	206788535	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	58TN*A045C17**12	11	24000	$5,000	206788539	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	58TN*A090C21**20	11	24000	$5,000	206788542	HRCU-A-CB		21	23400	2.34	72
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	58TN*A135C24**22	11	24000	$5,000	206788543	HRCU-A-CB		21	23400	2.34	72
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788544	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	59TN6B080C17**14	11	24000	$5,000	206788545	HRCU-A-CB		21	23400	2.31	73
CARRIER	25VNA424A*031*	CSPH*6012AL*+UI	59TN6B120C24**22	11	24000	$5,000	206788546	HRCU-A-CB		21	23400	2.34	72
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272497	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272498	HRCU-A-CB		21	23400	2.33	72
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272499	HRCU-A-CB		21	23400	2.33	72
CARRIER	25VNA424A*030*	CSPH*6012AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272500	HRCU-A-CB		21	23400	2.34	72
CARRIER	25VNA424A*030*	CAP**3621AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272414	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272415	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272416	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272417	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272418	HRCU-A-CB		22	23400	2.23	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272419	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CAP**4221AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272420	HRCU-A-CB		21	23400	2.19	74
CARRIER	25VNA424A*030*	CAP**4224AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272421	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*030*	CAP**4224AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272422	HRCU-A-CB		22	23400	2.23	74
CARRIER	25VNA424A*030*	CAP**4224AL*+UI	58TN*A135C24**22	11	24000	$5,000	205272423	HRCU-A-CB		22	23400	2.23	73
CARRIER	25VNA424A*030*	CAP**4224AL*+UI	59TN6B120C24**22	11	24000	$5,000	205272424	HRCU-A-CB		22	23400	2.23	74
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272425	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272426	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272427	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272428	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272429	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*030*	CAP**4821AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272430	HRCU-A-CB		21	23400	2.3	73
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272431	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272432	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	58TN*A135C24**22	11	24000	$5,000	205272433	HRCU-A-CB		22	23400	2.33	72
CARRIER	25VNA424A*030*	CAP**4824AL*+UI	59TN6B120C24**22	11	24000	$5,000	205272434	HRCU-A-CB		22	23400	2.33	73
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272435	HRCU-A-CB		22	23400	2.31	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272436	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	58TN*A135C24**22	11	24000	$5,000	205272437	HRCU-A-CB		22	23400	2.34	72
CARRIER	25VNA424A*030*	CAP**6024AL*+UI	59TN6B120C24**22	11	24000	$5,000	205272438	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272439	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272440	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272441	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3617AL*+UI	59TN6B080C17**14	11	24000	$5,000	205272442	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A045C17**12	11	24000	$5,000	205272443	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*030*	CNPV*3621AL*+UI	58TN*A070C17**16	11	24000	$5,000	205272444	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*031*	CAP**6024AL*+UI	59TN6B120C24**22	11	24000	$5,000	206788480	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*031*	CNPV*3617AL*+UI	58TN*A045C17**12	11	24000	$5,000	206788481	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*031*	CNPV*3617AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788482	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*031*	CNPV*3617AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788483	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*031*	CNPV*3621AL*+UI	58TN*A045C17**12	11	24000	$5,000	206788485	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*031*	CNPV*3621AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788486	HRCU-A-CB		21	23400	2.13	74
CARRIER	25VNA424A*031*	CNPV*3621AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788487	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*031*	CNPV*3621AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788489	HRCU-A-CB		21	23400	2.11	75
CARRIER	25VNA424A*031*	CNPV*4217AL*+UI	58TN*A045C17**12	11	24000	$5,000	206788491	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*031*	CNPV*4217AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788493	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*031*	CNPV*4217AL*+UI	59TN6B080C17**14	11	24000	$5,000	206788494	HRCU-A-CB		21	23400	2.23	74
CARRIER	25VNA424A*031*	CNPV*4221AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788496	HRCU-A-CB		21	23400	2.19	74
CARRIER	25VNA424A*031*	CNPV*4221AL*+UI	58TN*A090C21**20	11	24000	$5,000	206788498	HRCU-A-CB		21	23400	2.21	74
CARRIER	25VNA424A*031*	CNPV*4221AL*+UI	59TN6B080C17**14	11	24000	$5,000	206788500	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*031*	CNPV*4821AL*+UI	58TN*A070C17**16	11	24000	$5,000	206788502	HRCU-A-CB		22	23400	2.28	74
CARRIER	25VNA424A*031*	CNPV*4821AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788503	HRCU-A-CB		22	23400	2.3	74
CARRIER	25VNA424A*031*	CAP**4821AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788469	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*031*	CAP**4821AL*+UI	59TN6B060C17**14	11	24000	$5,000	206788471	HRCU-A-CB		21	23400	2.28	74
CARRIER	25VNA424A*031*	CAP**4824AL*+UI	58TN*A070C21**20	11	24000	$5,000	206788473	HRCU-A-CB		22	23400	2.31	73
CARRIER	25VNA424A*031*	CAP**4824AL*+UI	59TN6B120C24**22	11	24000	$5,000	206788476	HRCU-A-CB		22	23400	2.33	73
CARRIER	25VNA424A*031*	CAP**6024AL*+UI	58TN*A090C21**20	11	24000	$5,000	206788478	HRCU-A-CB		22	23400	2.32	72
CARRIER	25VNA424A*031*	CAP**6024AL*+UI	58TN*A135C24**22	11	24000	$5,000	206788479	HRCU-A-CB		22	23400	2.34	72
CARRIER	25VNA424A*030*	CAP**3621AL*+UI	58TN*A070C21**20	11	24000	$5,000	205272411	HRCU-A-CB		21	23400	2.17	74
CARRIER	25VNA424A*030*	CAP**3621AL*+UI	58TN*A090C21**20	11	24000	$5,000	205272412	HRCU-A-CB		22	23400	2.19	74
CARRIER	25VNA424A*030*	CAP**3621AL*+UI	59TN6B060C17**14	11	24000	$5,000	205272413	HRCU-A-CB		21	23400	2.15	74
CARRIER	25VNA424A*031*	CAP**3617AL*+UI	59MN7B060C17**14	11	24000	$5,000	206788332	HRCU-A-CB		21	23400	2.14	75
CARRIER	25VNA424A*031*	CAP**3617AL*+UI	59MN7B080C17**14	11	24000	$5,000	206788333	HRCU-A-CB		21	23400	2.15	74
